id,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_person
2181941,Beautiful Apartment On Stivers Row,Phyllis,Manhattan,Harlem,40.81562,-73.94426,Entire home/apt,112,3,22,2019-06-04 00:00:00,0.34,1,313,28.0
2182899,Sunny & spacious NYC Apartment,Zed,Manhattan,East Village,40.72456,-73.98004,Entire home/apt,160,3,25,2017-05-23 00:00:00,0.4,1,0,40.0
2183423,2 Convertible Bdrms Great for 1-6,Adrianne,Manhattan,Harlem,40.81333,-73.94194,Entire home/apt,165,3,142,2019-06-14 00:00:00,2.27,2,301,41.25
2185668,Clean Private Room in Chelsea apt,Nina,Manhattan,Chelsea,40.74106,-74.00262,Private room,80,30,8,2017-01-31 00:00:00,0.12,3,301,2.58
2186699,Modern Alcove Studio in Chelsea NYC,Jeffrey,Manhattan,Chelsea,40.74259,-73.99708,Entire home/apt,160,4,8,2017-12-25 00:00:00,0.12,1,0,32.0
2187847,Beautiful 1-Bedroom in West Village,Lauren,Manhattan,West Village,40.73818,-74.00433,Entire home/apt,300,2,0,No Review,0.0,1,0,100.0
2188204,Herkimer House,Anthony,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,Entire home/apt,150,2,94,2019-06-23 00:00:00,2.55,1,144,50.0
2189129,10-Room Apt w/ 3BR & Park Views,Marcus,Brooklyn,Park Slope,40.66587,-73.97737,Entire home/apt,250,1,0,No Review,0.0,1,0,125.0
2189450,East Village 2BR with view!,Jonathan,Manhattan,East Village,40.72358,-73.9867,Entire home/apt,100,10,0,No Review,0.0,1,0,9.09
2189742,*Queen-sized comfort in cozy Historic Sugar Hill*,Dana  (& Justin),Manhattan,Harlem,40.82811,-73.94372,Private room,49,2,79,2019-06-09 00:00:00,1.22,3,52,16.33
2191612,Full apartment - perfect location,Craig,Manhattan,Hell's Kitchen,40.76293,-73.98981,Entire home/apt,150,5,9,2018-09-04 00:00:00,0.15,1,6,25.0
2193027,A charming UES apartment,Ashley,Manhattan,Upper East Side,40.78328,-73.95273,Entire home/apt,300,1,0,No Review,0.0,1,0,150.0
2193649,CLEAN ROOM on Lower East Side,Yanina,Manhattan,Lower East Side,40.71735,-73.99095,Private room,79,1,259,2017-12-20 00:00:00,3.93,1,2,39.5
2193902,East Village~Organic Living,Marie,Manhattan,East Village,40.72422,-73.98211,Entire home/apt,225,2,46,2019-04-30 00:00:00,0.8,1,320,75.0
2193945,BEDROOM WITH PRIVATE BATHROOM,Mete,Brooklyn,Bedford-Stuyvesant,40.68775,-73.9521,Private room,90,2,145,2019-06-29 00:00:00,2.26,1,250,30.0
2194038,Two Bedroom Flat,Sj,Brooklyn,Fort Greene,40.68683,-73.96981,Entire home/apt,285,8,23,2019-06-15 00:00:00,0.36,4,364,31.67
2194382,"Spacious 2BR/2BA Classic UWS Apt, Great for Family",Ish & Asa,Manhattan,Upper West Side,40.78731,-73.97805,Entire home/apt,300,2,2,2017-01-05 00:00:00,0.06,1,0,100.0
2196271,Bright Dble Bedroom. Private Bath. Close to Subway,Thomas,Brooklyn,Bushwick,40.69972,-73.92244,Private room,55,2,1,2018-12-28 00:00:00,0.16,2,157,18.33
2197283,Charming Cozy Studio Apt. in NYC,J,Manhattan,Washington Heights,40.84058,-73.93885,Entire home/apt,80,5,81,2019-07-03 00:00:00,1.26,1,315,13.33
2197401,Bedroom with Private Bathroom,Maureen And Josiah,Manhattan,Washington Heights,40.84119,-73.939,Private room,90,1,271,2019-06-23 00:00:00,4.32,1,281,45.0
2197725,Luxury 1BD 1.5 Bath In UES in NYC,Yumi,Manhattan,Upper East Side,40.7759,-73.94921,Entire home/apt,325,2,3,2016-01-02 00:00:00,0.05,1,0,108.33
2198970,BEAUTIFUL 1 BEDROOM,Maryam,Manhattan,Washington Heights,40.84531,-73.93583,Private room,55,7,9,2017-09-22 00:00:00,0.14,1,0,6.88
2201154,Prime E. Village at St. Marks Place,Eden,Manhattan,NoHo,40.7278,-73.99205,Private room,208,2,38,2019-06-18 00:00:00,0.6,1,313,69.33
2201491,BEST LOCATION! On the border of Chelsea/W Village,Nina,Manhattan,West Village,40.73776,-73.99996,Entire home/apt,156,1,8,2019-02-09 00:00:00,0.15,3,300,78.0
2201581,Sunny Brooklyn Home,Reid,Brooklyn,Bedford-Stuyvesant,40.69587,-73.94037,Entire home/apt,85,4,9,2019-06-03 00:00:00,0.22,1,1,17.0
2202858,Gorgeous Ft. Greene apt amazing vu,James,Brooklyn,Fort Greene,40.69093,-73.97936,Entire home/apt,200,2,4,2018-05-21 00:00:00,0.06,1,0,66.67
2203154,Prime East Village 1 bedroom,Aviad,Manhattan,East Village,40.73087,-73.98713,Entire home/apt,180,2,2,2014-09-29 00:00:00,0.03,1,0,60.0
2203450,Perfect Location - 2 bdrm/2 bth ,David,Brooklyn,Williamsburg,40.71577,-73.95408,Entire home/apt,250,10,0,No Review,0.0,1,0,22.73
2203926,"Bright, Modern Two Bedroom With Stunning Rooftop",H,Brooklyn,Williamsburg,40.71292,-73.95876,Entire home/apt,325,3,169,2019-07-01 00:00:00,3.33,1,277,81.25
2206311,Modern Studio in Midtown East,Christine,Manhattan,Midtown,40.75701,-73.96781,Entire home/apt,140,3,0,No Review,0.0,1,0,35.0
2208545,Spacious 1 Bedroom in Lower East Side/Chinatown,Laura,Manhattan,Chinatown,40.71539,-73.99379,Entire home/apt,160,6,65,2019-07-05 00:00:00,1.19,1,7,22.86
2208567,Spacious Room in the Heart of NYC,Jay,Manhattan,Lower East Side,40.72053,-73.98901,Private room,130,1,59,2018-08-26 00:00:00,1.0,1,0,65.0
2209460,Room in perfect Manhattan location,Beth,Manhattan,West Village,40.73747,-74.00014,Private room,110,1,136,2019-07-01 00:00:00,3.1,1,63,55.0
2209835,LARGE 1 BEDROOM APT. IN MIDTOWN NEAR SUBWAY/BUS,Claudia,Manhattan,Kips Bay,40.74361,-73.97677,Entire home/apt,150,2,120,2019-07-01 00:00:00,3.25,1,29,50.0
2210041,"CENTRAL PARK, NYC APT",Mena,Manhattan,Upper West Side,40.78616,-73.97348,Private room,149,2,121,2019-06-23 00:00:00,2.06,2,270,49.67
2210615,Chelsea HUGE apartment w/ King bed + office,Everett,Manhattan,Chelsea,40.74047,-73.99508,Entire home/apt,215,3,9,2018-08-26 00:00:00,0.27,1,0,53.75
2210663,"Luxury Modern Spacious 1BR,1 block to subway",Richard,Manhattan,Upper West Side,40.79558,-73.96969,Entire home/apt,155,1,21,2018-07-01 00:00:00,0.38,1,0,77.5
2210795,Sunny room with private ensuite!,Tim,Brooklyn,Gowanus,40.68019,-73.98119,Private room,50,3,3,2016-04-07 00:00:00,0.07,1,0,12.5
2211028,Vibrant Brooklyn location!,Patrick,Brooklyn,Greenpoint,40.72764,-73.95557,Entire home/apt,225,5,0,No Review,0.0,1,0,37.5
2213680,A Room WIth A View,Alicia,Manhattan,Harlem,40.82649,-73.95253,Private room,65,2,2,2016-09-23 00:00:00,0.05,2,114,21.67
2214256,Artist owned brownstone apartment,Rebecca And Vilem,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93993,Entire home/apt,112,4,138,2019-06-29 00:00:00,2.21,1,248,22.4
2214323,Heart of downtown Manhattan,Alex&Ivy,Manhattan,Lower East Side,40.71969,-73.99287,Entire home/apt,250,3,107,2019-06-24 00:00:00,1.64,1,273,62.5
2214689,Large Wiliamsburg Private Bedroom,Ashley,Brooklyn,Williamsburg,40.71527,-73.94038,Private room,65,4,8,2018-08-31 00:00:00,0.19,2,19,13.0
2214710,Beautiful 2BR Flex Factory Loft,Vida,Brooklyn,Greenpoint,40.72572,-73.94031,Entire home/apt,159,30,0,No Review,0.0,52,349,5.13
2214831,LAVISH 2 BR APT by Central Park!!!,Lex,Manhattan,Upper West Side,40.78605,-73.97354,Entire home/apt,99,1,153,2019-05-26 00:00:00,2.39,4,327,49.5
2216470,Comfortable Room ,Darius,Brooklyn,Bushwick,40.70039,-73.92867,Private room,145,1,0,No Review,0.0,1,0,72.5
2217342,1BR West Village! Landmark Building,Laura And Jake,Manhattan,West Village,40.73311,-74.00401,Entire home/apt,185,7,19,2016-07-31 00:00:00,0.31,1,0,23.12
2217609,(Williamsburg) - Large Bedroom w/ Private Bathroom,Adam,Brooklyn,Williamsburg,40.70046,-73.95133,Private room,45,2,26,2019-03-01 00:00:00,0.68,2,241,15.0
2219294,Great Studio!,Jennifer,Manhattan,Upper West Side,40.78835,-73.97257,Entire home/apt,60,1,0,No Review,0.0,1,0,30.0
2221852,Sunny Room in Beautiful Artist's Home,Lyndell,Manhattan,Washington Heights,40.83426,-73.94758,Private room,55,2,17,2018-10-22 00:00:00,0.27,2,34,18.33
2222641,Charming West Village 1 Bed - Ideal Location,Rachel,Manhattan,West Village,40.73823,-74.00233,Entire home/apt,165,7,1,2019-06-30 00:00:00,1.0,1,8,20.62
2223082,Beautiful 1 BR with Private Garden,Allison,Manhattan,Chelsea,40.74502,-74.00429,Entire home/apt,285,2,47,2019-07-01 00:00:00,0.74,1,194,95.0
2223247,Lovely Duplex (2-story) flat on the UES,Victoria,Manhattan,Upper East Side,40.77266,-73.95257,Entire home/apt,220,3,20,2019-01-02 00:00:00,0.32,1,31,55.0
2223628,Haus of Taylor (Bronx Prohibition),Emery,Bronx,Kingsbridge,40.86467,-73.90125,Private room,75,2,11,2015-12-06 00:00:00,0.2,1,365,25.0
2224417,"Spacious, bright, heart of Bushwick",Assaf,Brooklyn,Bushwick,40.70147,-73.92005,Entire home/apt,120,5,11,2017-09-30 00:00:00,0.27,1,2,20.0
2228840,Cozy and homey railroad in bushwick,Carly & Sebastian,Brooklyn,Bushwick,40.70054,-73.92374,Entire home/apt,100,3,10,2019-01-01 00:00:00,0.15,1,10,25.0
2230762,"Harlem/Morningside, charm and quiet",Karen,Manhattan,Harlem,40.80922,-73.95306,Private room,95,1,4,2018-07-29 00:00:00,0.11,1,270,47.5
2231296,Great Location in the heart of NYC!,Ever,Manhattan,Greenwich Village,40.72926,-73.9989,Private room,119,2,146,2019-06-24 00:00:00,2.21,2,265,39.67
2232600,Unknown,Anna,Manhattan,East Village,40.73215,-73.98821,Entire home/apt,200,1,28,2015-06-08 00:00:00,0.45,1,341,100.0
2232697,Kate's Place,Katarina,Brooklyn,Crown Heights,40.67167,-73.92434,Shared room,48,1,146,2019-07-06 00:00:00,2.21,1,0,24.0
2234100,"Coffee,Tea&Milk Astor Place Lodging",John,Manhattan,East Village,40.72672,-73.98851,Shared room,30,30,125,2017-12-31 00:00:00,1.88,1,304,0.97
2236458,Cozy 1 Bdrm n the Heart of Astoria!,Vanessa,Queens,Astoria,40.76437,-73.9195,Entire home/apt,65,4,2,2014-04-21 00:00:00,0.03,1,0,13.0
2237032,"Cozy Room in LIC, 7 min to Times Sq",Alosha,Queens,Long Island City,40.74495,-73.95146,Private room,79,15,15,2019-05-23 00:00:00,0.29,2,238,4.94
2237063,"Modern Large Studio, Great Location",Jian,Manhattan,Kips Bay,40.74163,-73.97533,Entire home/apt,105,7,22,2019-06-29 00:00:00,0.46,1,121,13.12
2237981,Cool UES 1 Bed Sleeps upto 4,Ayesha,Manhattan,Upper East Side,40.77331,-73.95067,Entire home/apt,250,1,0,No Review,0.0,1,0,125.0
2238300,"Peaceful home, friendly area!",Penny,Brooklyn,Bushwick,40.70422,-73.91405,Entire home/apt,95,5,1,2018-01-06 00:00:00,0.05,1,0,15.83
2238389,Huge Duplex in South Slope,Monika,Brooklyn,Sunset Park,40.66296,-73.98955,Entire home/apt,290,2,25,2019-04-27 00:00:00,0.39,1,195,96.67
2238435,Central  Harlem Hideaway,Tennessee,Manhattan,Harlem,40.81085,-73.94768,Entire home/apt,100,1,0,No Review,0.0,1,0,50.0
2240661,Large 1BR Upper East Side Apartment,Stephanie,Manhattan,Upper East Side,40.77226,-73.95895,Entire home/apt,180,2,2,2015-06-22 00:00:00,0.03,1,0,60.0
2243266,Top floor!,Indie,Brooklyn,Bensonhurst,40.60918,-73.99799,Entire home/apt,40,2,0,No Review,0.0,2,0,13.33
2243321,A cozy apartment,Indie,Brooklyn,Bensonhurst,40.60931,-73.99847,Entire home/apt,45,2,28,2018-01-02 00:00:00,0.43,2,0,15.0
2243548,Lux 1600sf 1BR w. Private Terrace,Michelle,Manhattan,Lower East Side,40.72082,-73.99028,Entire home/apt,300,1,2,2016-03-13 00:00:00,0.05,1,0,150.0
2243962,Spacious & Convenient UWS Apt,Helen,Manhattan,Upper West Side,40.79859,-73.9697,Private room,125,2,0,No Review,0.0,1,0,41.67
2246112,"Upper E. side, one month minimum",James,Manhattan,Upper East Side,40.78158,-73.94808,Entire home/apt,110,1,3,2017-08-29 00:00:00,0.06,1,0,55.0
2247803,"Landmark Brownstone, Crown Heights",Clifton,Brooklyn,Crown Heights,40.67112,-73.94536,Entire home/apt,105,2,281,2019-06-30 00:00:00,4.29,1,248,35.0
2248069,Private Room in Central Park Slope,Lisa,Brooklyn,Park Slope,40.67232,-73.97879,Private room,45,5,42,2019-06-30 00:00:00,0.64,2,221,7.5
2249464,Full of Light Studio Apartment close to Subway,Sole,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94579,Entire home/apt,80,13,109,2019-04-01 00:00:00,1.66,1,15,5.71
2250790,Private room on the UWS,Maayan,Manhattan,Upper West Side,40.79891,-73.96705,Private room,89,3,7,2019-05-22 00:00:00,0.15,1,10,22.25
2251009,Bedroom in Huge Apt on St. Marks,Jordan,Manhattan,East Village,40.72847,-73.99029,Private room,129,5,1,2016-02-24 00:00:00,0.02,1,0,21.5
2253500,Fantastic Soho/Tribeca Loft,Sal,Manhattan,Tribeca,40.7196,-74.00571,Entire home/apt,250,30,4,2018-11-11 00:00:00,0.06,1,310,8.06
2253949,Large 1 + Den in the West Village,Jenna,Manhattan,West Village,40.73341,-74.00791,Entire home/apt,250,1,2,2014-06-26 00:00:00,0.03,1,0,125.0
2254388,"Spacious apt, 5 min to Central Park",Danielle,Manhattan,Upper East Side,40.78021,-73.95044,Entire home/apt,175,2,5,2016-12-30 00:00:00,0.08,1,0,58.33
2254428,Spacious Duplex Apt in Brooklyn,Danni,Brooklyn,Bedford-Stuyvesant,40.68835,-73.95568,Private room,40,3,10,2018-01-08 00:00:00,0.16,1,0,10.0
2254541,Private Bedroom in Williamsburg!,Kevin,Brooklyn,Williamsburg,40.71801,-73.95869,Private room,85,14,1,2014-08-20 00:00:00,0.02,1,0,5.67
2254582,Delightful 2BR Historic Brownstone Duplex,Alison,Brooklyn,Clinton Hill,40.68255,-73.96124,Entire home/apt,219,4,21,2019-02-15 00:00:00,0.33,2,31,43.8
2254817,Elegant private studio in Manhattan 73 St. & 3 Ave,Kourosh,Manhattan,Upper East Side,40.76886,-73.95877,Entire home/apt,130,30,3,2019-06-30 00:00:00,0.39,1,156,4.19
2254851,Sunny and Bright 1BR Factory Loft,Vida,Brooklyn,Greenpoint,40.72599,-73.94172,Entire home/apt,149,30,4,2019-04-20 00:00:00,0.09,52,330,4.81
2255005,Quiet Gramercy Apartment,Jeff,Manhattan,Kips Bay,40.73876,-73.98108,Entire home/apt,100,1,5,2016-03-29 00:00:00,0.12,1,0,50.0
2255340,2 Bedroom Greenwich/Soho Apartment,Ever,Manhattan,Greenwich Village,40.72832,-73.99916,Entire home/apt,289,3,41,2019-06-17 00:00:00,0.96,2,247,72.25
2255501,Cozy Room in the heart of UWS,Lex,Manhattan,Upper West Side,40.78409,-73.97886,Private room,67,1,21,2018-10-11 00:00:00,0.36,4,331,33.5
2255549,New Studio in Heart of Chelsea,Charles,Manhattan,Chelsea,40.7444,-73.9994,Entire home/apt,221,2,252,2019-07-06 00:00:00,4.91,1,256,73.67
2257064,Sunny Room in Heart of Williamsburg,Victor,Brooklyn,Williamsburg,40.71357,-73.96279,Private room,75,4,3,2016-01-05 00:00:00,0.05,1,0,15.0
2259719,Apartment in Soho,Thomas,Manhattan,SoHo,40.72706,-74.00043,Entire home/apt,200,1,0,No Review,0.0,1,0,100.0
2260029,Williamsburg Loft,Keefe,Brooklyn,Williamsburg,40.70943,-73.95101,Private room,100,7,0,No Review,0.0,1,0,12.5
2260042,Clean and pleasant Room in NYC,Omar,Queens,Astoria,40.76427,-73.91562,Shared room,65,1,0,No Review,0.0,1,0,32.5
2260595,4RW - CARRIAGE HOUSE STUDIO OFF CTYD,Adam,Manhattan,East Village,40.72959,-73.98112,Entire home/apt,112,30,22,2019-05-11 00:00:00,0.34,6,244,3.61
2261018,Studio Apartment on 35th and 3rd ,Bobbi,Manhattan,Murray Hill,40.7461,-73.97628,Entire home/apt,175,1,15,2015-09-25 00:00:00,0.29,1,0,87.5
2262357,spacious homey one bdrm apt.,Sandra,Queens,Sunnyside,40.74622,-73.92296,Entire home/apt,120,2,5,2019-05-27 00:00:00,0.19,1,81,40.0
2262868,Consider it home,Marie-Hélène & Rick,Manhattan,Upper West Side,40.79432,-73.97269,Entire home/apt,150,26,1,2014-08-24 00:00:00,0.02,1,0,5.56
2263265,Paddy Pad,Gaudhi,Manhattan,Harlem,40.80119,-73.95295,Private room,81,1,133,2019-06-04 00:00:00,2.23,2,13,40.5
2265827,Williamsburg Lodge (the best home in Brooklyn),Paul & Marçal,Brooklyn,Williamsburg,40.70868,-73.95343,Private room,89,3,152,2019-06-26 00:00:00,2.67,1,147,22.25
2266468,Amazing 2BR/2Bath Loft in Brooklyn,Vida,Brooklyn,Greenpoint,40.72569,-73.94017,Entire home/apt,199,30,3,2019-02-28 00:00:00,0.06,52,127,6.42
2267006,Stunning 1BR Brooklyn Loft,Vida,Brooklyn,Greenpoint,40.72537,-73.94076,Entire home/apt,149,30,0,No Review,0.0,52,330,4.81
2267177,Large Bedroom 15 Min From Manhattan,Skip,Brooklyn,Sunset Park,40.655,-74.00676,Private room,45,2,211,2019-06-23 00:00:00,3.25,1,270,15.0
2267692,Newly Converted Factory 1BR Loft,Vida,Brooklyn,Greenpoint,40.7272,-73.94176,Entire home/apt,149,30,2,2014-08-18 00:00:00,0.03,52,337,4.81
2269104,Modern Style private room in queens,Sufia,Queens,Jamaica,40.7095,-73.78828,Private room,65,2,13,2018-07-14 00:00:00,0.22,1,362,21.67
2271792,Little Heaven — Upper West Side,Lara,Manhattan,Upper West Side,40.78345,-73.97858,Entire home/apt,150,2,48,2016-11-27 00:00:00,0.73,1,0,50.0
2272080,equipped and modern 2-bd apt,Evonne,Brooklyn,Gowanus,40.68107,-73.98245,Entire home/apt,265,3,0,No Review,0.0,1,0,66.25
2272739,Sunny Spacious West Village 1BR,Dylan,Manhattan,Greenwich Village,40.7358,-73.99677,Entire home/apt,199,3,8,2015-06-21 00:00:00,0.16,1,0,49.75
2273019,Super Bowl Weekend,Rhett,Manhattan,Upper West Side,40.77018,-73.98643,Entire home/apt,150,1,0,No Review,0.0,1,0,75.0
2273613,Bondtastic: Fabulous in Brooklyn.,Clarina,Brooklyn,Gowanus,40.67632,-73.99204,Entire home/apt,130,30,28,2019-05-20 00:00:00,0.43,1,297,4.19
2273733,Heart of the West Village!,Corey,Manhattan,Greenwich Village,40.73357,-73.99767,Private room,175,3,1,2018-05-18 00:00:00,0.07,1,0,43.75
2274268,Private Rm - Times Sq/Hell'sKitchen,Sally,Manhattan,Hell's Kitchen,40.7604,-73.9922,Private room,90,1,170,2019-06-10 00:00:00,2.92,1,255,45.0
2279335,Gorgeous 1 BR in N Williamsburg,Sarah,Brooklyn,Williamsburg,40.71947,-73.9552,Entire home/apt,250,2,3,2015-10-19 00:00:00,0.06,1,0,83.33
2281147,Midtown Gem/ Carnegie Hall/theaters/ Central Park,(Email hidden by Airbnb),Manhattan,Midtown,40.76292,-73.98128,Private room,250,3,6,2019-05-19 00:00:00,0.58,2,170,62.5
2283001,Gorgeous 1 bdrm in Carroll Gardens,Vanessa,Brooklyn,Carroll Gardens,40.68123,-73.99558,Entire home/apt,180,2,97,2019-07-06 00:00:00,1.83,1,24,60.0
2284484,Sunny & Spacious Upper West Side One Bedroom Apt,Kaley,Manhattan,Upper West Side,40.79822,-73.97059,Entire home/apt,85,5,0,No Review,0.0,1,0,14.17
2284809,"Great 1 bedroom, close to subway!",Connor,Brooklyn,Bushwick,40.69982,-73.9249,Private room,49,4,2,2015-12-27 00:00:00,0.04,1,0,9.8
2285440,Large Rooms with Bar and PullOut Prime Greenpoint,Peter,Brooklyn,Greenpoint,40.73052,-73.95568,Private room,91,4,106,2019-06-03 00:00:00,2.82,1,113,18.2
2285444,"Cozy, Quiet Bedroom in Historic West Village",Rob,Manhattan,West Village,40.73521,-74.00089,Private room,100,5,8,2019-06-07 00:00:00,0.26,1,0,16.67
2288762,Large sun-filled Studio: Murray Hill,Lauren,Manhattan,Kips Bay,40.74398,-73.97662,Entire home/apt,152,1,5,2018-01-05 00:00:00,0.14,1,0,76.0
2289119,2 bdrm in center of Williamsburg,William,Brooklyn,Williamsburg,40.71725,-73.96249,Entire home/apt,250,1,0,No Review,0.0,1,0,125.0
2289612,Private Room in Best Location!!,Shell,Manhattan,Murray Hill,40.74576,-73.97821,Private room,110,1,227,2019-06-30 00:00:00,3.5,1,239,55.0
2291507,"Large, Sunny Room—in Fun, Trendy Area",Chloe,Brooklyn,Williamsburg,40.71558,-73.94881,Private room,73,14,0,No Review,0.0,1,0,4.87
2291575,Super Bowl Space Available! ,Andrea,Queens,Astoria,40.76895,-73.9236,Shared room,300,1,0,No Review,0.0,1,0,150.0
2292275,Instant NYC,Lindsey,Manhattan,Upper East Side,40.77715,-73.94788,Entire home/apt,135,2,3,2016-06-15 00:00:00,0.06,1,0,45.0
2292366,cozy upper east side 1 br abode,Mary,Manhattan,Upper East Side,40.78103,-73.95069,Entire home/apt,75,2,14,2019-06-01 00:00:00,0.33,1,0,25.0
2296024,Three bedroom upscale condo,Donna,Bronx,Riverdale,40.88579,-73.91599,Entire home/apt,250,7,2,2019-01-02 00:00:00,0.04,1,338,31.25
2297029,large 2bdrm apt - midtown manhattan,Jj,Manhattan,Hell's Kitchen,40.76182,-73.99003,Entire home/apt,200,1,8,2016-09-25 00:00:00,0.16,1,0,100.0
2297147,Gorgeous 1400 Sq Ft Artist's Loft,Annie,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607,Private room,75,3,5,2019-01-27 00:00:00,0.08,2,334,18.75
2297951,Working Fireplace in TriBeCa loft,Kristen,Manhattan,Tribeca,40.72035,-74.00493,Private room,70,14,0,No Review,0.0,1,0,4.67
2298373,Luxury private apartment/Suite/with balcony,Lana,Queens,Rego Park,40.72988,-73.85773,Entire home/apt,88,3,33,2019-04-20 00:00:00,0.77,5,262,22.0
2301258,Entire Park Slope Brownstone,Alexandra,Brooklyn,Park Slope,40.67262,-73.97351,Entire home/apt,305,10,8,2018-08-11 00:00:00,0.12,1,30,27.73
2303436,SOHO - Large Studio Apt,Nathan,Manhattan,Lower East Side,40.72153,-73.99331,Entire home/apt,220,2,146,2019-06-30 00:00:00,3.45,1,112,73.33
2303583,Awesome Hells Kitchen Apt!,Cory,Manhattan,Hell's Kitchen,40.76532,-73.99061,Entire home/apt,150,1,11,2018-07-01 00:00:00,0.26,1,0,75.0
2305025,"Big, Sunny Bedroom, right by subway!",Carrie-Anne,Brooklyn,Bushwick,40.70544,-73.92192,Private room,49,4,4,2015-03-11 00:00:00,0.07,2,8,9.8
2305170,Eclectic Studio in Cozy Bay Ridge,Diana,Brooklyn,Bay Ridge,40.62455,-74.02756,Entire home/apt,86,2,0,No Review,0.0,1,0,28.67
2305890,Midwood Aerie - Bright  & Private!,Jake,Brooklyn,Flatbush,40.63449,-73.95742,Entire home/apt,140,1,141,2019-07-01 00:00:00,2.41,1,307,70.0
2308802,Big 2 bds House w/ Parking and Yard,Laura,Queens,Kew Gardens Hills,40.72664,-73.82795,Entire home/apt,86,1,52,2019-07-01 00:00:00,0.79,1,53,43.0
2309873,Amazing Location-Private Studio near Central Park!,Shaina,Manhattan,Upper East Side,40.77469,-73.96327,Entire home/apt,225,2,3,2017-07-30 00:00:00,0.09,1,88,75.0
2310008,CLEAN LES HOME,Chris,Manhattan,Chinatown,40.71627,-73.99404,Private room,75,1,4,2015-02-22 00:00:00,0.06,1,0,37.5
2310445,Super Cute Chelsea One Bedroom,Amy,Manhattan,Chelsea,40.74935,-73.99723,Entire home/apt,150,1,49,2019-06-16 00:00:00,0.75,1,0,75.0
2310542,Hamilton Heights/Harlem Private Bedroom with Roof,Tim,Manhattan,Harlem,40.82016,-73.94559,Private room,199,3,1,2019-05-16 00:00:00,0.56,1,0,49.75
2310594,Studio Apt. in East Williamsburg,Guillermo,Brooklyn,Williamsburg,40.70972,-73.93864,Entire home/apt,95,4,204,2019-06-16 00:00:00,3.1,2,22,19.0
2310791,Old Brooklyn Charm,Lee,Brooklyn,Clinton Hill,40.68583,-73.96558,Entire home/apt,200,2,110,2019-06-24 00:00:00,1.73,1,51,66.67
2314392,Spacious Studio on West 72nd,Alina,Manhattan,Upper West Side,40.7803,-73.98347,Entire home/apt,200,3,45,2019-04-06 00:00:00,0.73,1,346,50.0
2314398,Duplex Brownstone sleeps 4-6,Claudia,Brooklyn,Cobble Hill,40.68554,-73.99499,Entire home/apt,175,7,32,2019-06-02 00:00:00,0.5,1,24,21.88
2314553,Spectacular Studio Loft w/City View,Vida,Brooklyn,Greenpoint,40.72727,-73.93986,Entire home/apt,129,30,3,2019-05-24 00:00:00,0.08,52,365,4.16
2314589,"Large, 2fl/2bdrm Williamsburg Apt",Alix,Brooklyn,Williamsburg,40.70771,-73.94344,Entire home/apt,200,3,13,2017-01-01 00:00:00,0.22,1,0,50.0
2318126,Private Rm for 1 in Prime Harlem,Gita,Manhattan,Harlem,40.80269,-73.94637,Private room,60,3,11,2018-01-01 00:00:00,0.18,3,365,15.0
2319588,Luxury Apartment in Manhattan's Financial District,Alison,Manhattan,Financial District,40.70583,-74.00612,Private room,130,7,0,No Review,0.0,1,157,16.25
2320028,SPACIOUS BEDROOM AND PRIVATE BATH!!!,Steve,Manhattan,East Harlem,40.7916,-73.94686,Private room,115,3,242,2019-06-17 00:00:00,3.69,1,55,28.75
2320581,Your own room in NY's best area,Eyal,Manhattan,West Village,40.73374,-74.00121,Private room,135,2,80,2019-07-03 00:00:00,1.22,1,296,45.0
2322189,1 room available,Ishaan,Manhattan,Upper East Side,40.76225,-73.96165,Private room,300,1,0,No Review,0.0,1,0,150.0
2323502,Cute & cozy room in Ridgewood,Vanessa,Queens,Ridgewood,40.70206,-73.90936,Private room,59,3,106,2019-07-01 00:00:00,1.61,1,87,14.75
2323714,Peaceful Parlor Floor Apartment,Lila & Paul,Brooklyn,Clinton Hill,40.68568,-73.96244,Entire home/apt,196,2,232,2019-07-07 00:00:00,4.31,1,261,65.33
2325144,Cozy Nook in a Unique Loft,Christopher,Brooklyn,Bushwick,40.69856,-73.93162,Private room,128,3,52,2018-01-06 00:00:00,0.8,1,219,32.0
2329807,BEAUTIFUL CONDO IN TIMES SQUARE ,Georgia,Manhattan,Theater District,40.76054,-73.98508,Entire home/apt,200,30,11,2018-09-16 00:00:00,0.18,1,363,6.45
2331148,Charming Sunny 1 Bedroom LES Apt!,Doria,Manhattan,Lower East Side,40.72171,-73.99053,Entire home/apt,180,5,13,2019-03-05 00:00:00,0.22,1,0,30.0
2331154,Spacious Private Room in East Williamsburg,Barbara,Brooklyn,Williamsburg,40.70874,-73.93818,Private room,60,30,16,2019-07-05 00:00:00,0.28,2,190,1.94
2331929,"Stylish apartment/ Serene Room in Williamsburg, BK",Michele,Brooklyn,Williamsburg,40.71216,-73.94612,Private room,70,90,2,2014-08-31 00:00:00,0.03,1,264,0.77
